perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link	total_votes
P_13121	L'Homme Libre	Yves Saint Laurent	2011.0	Eau de Toilette	Olivier Polge,Carlos Benaïm	{'Citrus': '38', 'Spicy': '40', 'Synthetic': '29', 'Sweet': '20', 'Woody': '25', 'Green': '23', 'Fruity': '14', 'Fresh': '52', 'Floral': '21', 'Aquatic': '15'}	{'Masculine': '59', 'Feminine': '5', 'Classic': '15', 'Modern': '36'}	{'Winter': '12', 'Fall': '33', 'Summer': '52', 'Spring': '57'}	{'Daily': '53', 'Sport': '18', 'Leisure': '49', 'Night Out': '21', 'Business': '52', 'Evening': '19'}	Chinese ginger, Lemon zest, Bergamot	Violet leaf, Basil	White pepper		https://media.parfumo.com/perfume_social/b1/b19693-l-homme-libre-eau-de-toilette-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/L_Homme_Libre_Eau_de_Toilette	277
P_13122	Reckless	Roja Parfums	2011.0	Eau de Parfum	Roja Dove	{'Citrus': '3', 'Spicy': '4', 'Sweet': '11', 'Powdery': '5', 'Oriental': '3', 'Fruity': '4', 'Fresh': '6', 'Creamy': '5', 'Floral': '15'}	{'Masculine': '2', 'Feminine': '15', 'Classic': '7', 'Modern': '3'}	{'Winter': '7', 'Fall': '10', 'Summer': '7', 'Spring': '12'}	{'Daily': '8', 'Leisure': '11', 'Night Out': '8', 'Business': '6', 'Evening': '8'}	Mandarin orange, Orange, Bergamot	Neroli, Grasse jasmine, May rose, Geranium	Musk, Coriander, Sandalwood, Pink pepper, Styrax, Benzoin, Cinnamon, Vanilla		https://media.parfumo.com/perfume_social/8e/8eba53-reckless-2011-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Reckless_Eau_de_Parfum	56
P_13123	Straight to Heaven – Splash of Lemon Sophie Matisse Art Edition	Kilian	2015.0		Sidonie Lancesseur	{'Citrus': '25', 'Spicy': '22', 'Synthetic': '6', 'Sweet': '12', 'Oriental': '7', 'Woody': '13', 'Green': '10', 'Fruity': '8', 'Fresh': '19'}	{'Masculine': '29', 'Feminine': '18', 'Classic': '14', 'Modern': '16'}	{'Winter': '6', 'Fall': '17', 'Summer': '26', 'Spring': '25'}	{'Daily': '24', 'Sport': '8', 'Leisure': '24', 'Night Out': '14', 'Business': '19', 'Evening': '17'}	Lemon, Bergamot, Cedarwood, Patchouli, Rum, Vanilla, Amber, Musk, Nutmeg, Rosewood	Lemon, Bergamot, Cedarwood, Patchouli, Rum, Vanilla, Amber, Musk, Nutmeg, Rosewood	Lemon, Bergamot, Cedarwood, Patchouli, Rum, Vanilla, Amber, Musk, Nutmeg, Rosewood		https://media.parfumo.com/perfume_social/53/53103c-straight-to-heaven-splash-of-lemon-sophie-matisse-art-edition-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/Straight_to_Heaven__Splash_of_Lemon_Sophie_Matisse_Art_Edition	122
P_13125	Opium	Yves Saint Laurent	1977.0	Eau de Toilette	Jean-Louis Sieuzac,Jean Amic	{'Spicy': '80', 'Sweet': '25', 'Smoky': '32', 'Oriental': '80', 'Woody': '36', 'Resinous': '49', 'Floral': '45', 'Animal': '35'}	{'Masculine': '39', 'Feminine': '83', 'Classic': '56', 'Modern': '18'}	{'Winter': '79', 'Fall': '73', 'Summer': '18', 'Spring': '27'}	{'Daily': '26', 'Leisure': '42', 'Night Out': '74', 'Business': '17', 'Evening': '77'}	Clove, Bergamot, Coriander, Laurel, Pepper, Plum, Citrus fruits, Jasmine, Mandarin orange	Carnation, Cinnamon, Orris root, Patchouli, Peach, Sandalwood, Lily of the valley, Rose	Myrrh, Frankincense, Opoponax, Tolu balm, Amber, Benzoin, Cedar, Cistus, Musk, Sandalwood, Vanilla, Vetiver, Coconut		https://media.parfumo.com/perfume_social/a3/a3eb4d-opium-1977-eau-de-toilette-yves-saint-laurent_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Opium_1977_Eau_de_Toilette	382
P_13126	InnuendoCreation-I	Roja Parfums	2012.0	Eau de Parfum	Roja Dove	{'Citrus': '11', 'Spicy': '20', 'Sweet': '21', 'Powdery': '9', 'Woody': '15', 'Fruity': '8', 'Creamy': '14', 'Floral': '32'}	{'Masculine': '7', 'Feminine': '34', 'Classic': '19', 'Modern': '13'}	{'Winter': '18', 'Fall': '31', 'Summer': '21', 'Spring': '31'}	{'Daily': '17', 'Leisure': '20', 'Night Out': '29', 'Business': '14', 'Evening': '30'}	Bergamot, Orange, Lemon	Rose, Ylang-ylang, Jasmine, Violet	Musk, Iris, Labdanum, Sandalwood, Tonka bean, Patchouli		https://media.parfumo.com/perfume_social/4b/4b12c0-innuendo-creation-i-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Innuendo_Creation_I_Eau_de_Parfum	130
P_13127	Royal Leather Mayfair	Kilian	2015.0		Fabrice Pellegrin	{'Spicy': '4', 'Sweet': '4', 'Smoky': '10', 'Leathery': '17', 'Woody': '13', 'Resinous': '10', 'Earthy': '5'}	{'Masculine': '17', 'Feminine': '5', 'Classic': '12', 'Modern': '5'}	{'Winter': '15', 'Fall': '16', 'Summer': '3', 'Spring': '6'}	{'Daily': '5', 'Leisure': '7', 'Night Out': '14', 'Business': '6', 'Evening': '14'}	Hawthorn, Black tea	Leather, Heliotrope	Laotian oud, Indonesian patchouli		https://media.parfumo.com/perfume_social/7e/7e325e-royal-leather-mayfair-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/Royal_Leather	63
P_13130	Unspoken	Roja Parfums	2007.0	Parfum	Roja Dove	{'Spicy': '27', 'Sweet': '18', 'Powdery': '13', 'Oriental': '9', 'Woody': '13', 'Resinous': '10', 'Fruity': '8', 'Chypre': '17', 'Floral': '27'}	{'Masculine': '12', 'Feminine': '32', 'Classic': '12', 'Modern': '5'}	{'Winter': '23', 'Fall': '28', 'Summer': '13', 'Spring': '25'}	{'Daily': '13', 'Leisure': '18', 'Night Out': '30', 'Business': '11', 'Evening': '25'}	Bergamot, Aldehydes	Ylang-ylang, Neroli, Rose, Jasmine	Ambergris, Iris, Labdanum, Oakmoss, Patchouli, Resins, Sandalwood, Spicy notes, Vetiver, Green notes, Vanilla, Cedarwood, Ginger		https://media.parfumo.com/perfume_social/35/357944-unspoken-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Unspoken_Parfum	142
P_13131	Killing Me Slowly	Kilian	2014.0		Calice Becker	{'Synthetic': '5', 'Sweet': '16', 'Powdery': '14', 'Gourmand': '5', 'Fruity': '23', 'Fresh': '8', 'Creamy': '11', 'Floral': '22'}	{'Masculine': '8', 'Feminine': '25', 'Classic': '8', 'Modern': '7'}	{'Winter': '12', 'Fall': '19', 'Summer': '18', 'Spring': '22'}	{'Daily': '16', 'Leisure': '20', 'Night Out': '19', 'Business': '17', 'Evening': '18'}	French blackcurrant bud absolute, Lychee, Silk, Buchu	Hawthorn, Heliotrope, Rose	Bourbon vanilla absolute, Iris		https://media.parfumo.com/perfume_social/94/94b772-killing-me-slowly-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/Killing_Me_Slowly	104
P_13134	I Don't Need a Prince by My Side to Be a Princess Eau Fraîche	Kilian	2023.0		Honorine Blanc	{'Citrus': '10', 'Sweet': '19', 'Green': '13', 'Fruity': '7', 'Fresh': '16', 'Floral': '4'}	{'Masculine': '3', 'Feminine': '20', 'Classic': '2', 'Modern': '9'}	{'Winter': '2', 'Fall': '8', 'Summer': '20', 'Spring': '19'}	{'Daily': '20', 'Sport': '7', 'Leisure': '19', 'Night Out': '4', 'Business': '15', 'Evening': '4'}	Bergamot, Marshmallow, Ginger, Green tea	Bergamot, Marshmallow, Ginger, Green tea	Bergamot, Marshmallow, Ginger, Green tea		https://media.parfumo.com/perfume_social/fe/fe1495-i-don-t-need-a-prince-by-my-side-to-be-a-princess-eau-fraiche-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/i-don-t-need-a-prince-by-my-side-to-be-a-princess-eau-fraiche-1	69
P_13135	Danger	Roja Parfums	2012.0	Eau de Parfum	Roja Dove	{'Spicy': '9', 'Sweet': '12', 'Powdery': '10', 'Woody': '8', 'Fruity': '11', 'Fresh': '6', 'Creamy': '23', 'Floral': '26'}	{'Masculine': '4', 'Feminine': '29', 'Classic': '18', 'Modern': '11'}	{'Winter': '13', 'Fall': '21', 'Summer': '15', 'Spring': '26'}	{'Daily': '16', 'Leisure': '16', 'Night Out': '22', 'Business': '14', 'Evening': '21'}	Bergamot, Lemon, Mandarin orange, Grapefruit	May rose, Gardenia, Grasse jasmine, Peach, Ylang-ylang, Violet	Musk, Tonka bean, Sandalwood, Vanilla, Clove, Iris, Patchouli		https://media.parfumo.com/perfume_social/42/42a5d0-danger-2012-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Danger_Eau_de_Parfum	105
P_13138	Kisses Don't Lie	Kilian	2014.0		Fabrice Pellegrin,Alberto Morillas	{'Spicy': '11', 'Sweet': '15', 'Powdery': '12', 'Oriental': '5', 'Woody': '4', 'Fruity': '5', 'Fresh': '7', 'Floral': '22'}	{'Feminine': '23', 'Classic': '15', 'Modern': '12'}	{'Winter': '10', 'Fall': '20', 'Summer': '6', 'Spring': '19'}	{'Daily': '12', 'Leisure': '10', 'Night Out': '19', 'Business': '10', 'Evening': '19'}	Calabrian bergamot, Madagascan pink pepper	Parma violet, Rosebud, May rose, Violet leaf absolute	Somalian myrrh, Indian papyrus, Raspberry		https://media.parfumo.com/perfume_social/56/56be20-kisses-don-t-lie-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/Kisses_Don_t_Lie	81
P_13139	Bergdorf pour Femme	Roja Parfums	2014.0		Roja Dove	{'Spicy': '14', 'Sweet': '15', 'Powdery': '29', 'Oriental': '13', 'Woody': '9', 'Fruity': '8', 'Creamy': '13', 'Floral': '36', 'Animal': '9'}	{'Masculine': '7', 'Feminine': '39', 'Classic': '20', 'Modern': '7'}	{'Winter': '25', 'Fall': '32', 'Summer': '18', 'Spring': '32'}	{'Daily': '14', 'Leisure': '20', 'Night Out': '27', 'Business': '13', 'Evening': '27'}	Bergamot	Gardenia, Grasse jasmine, Heliotrope, May rose, Orange blossom, Mayflower, Violet, Tuberose	Benzoin, Cedarwood, Frankincense, Musk, Oakmoss, Pink pepper, Sandalwood, Styrax, Vanilla, Patchouli		https://media.parfumo.com/perfume_social/c6/c66c93-bergdorf-pour-femme-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Bergdorf_pour_Femme	146
P_13142	Yes I Was Madly In Love, But That Was Yesterday	Kilian	2018.0		Pascal Gaurin	{'Spicy': '9', 'Sweet': '13', 'Smoky': '13', 'Leathery': '14', 'Woody': '6', 'Gourmand': '5', 'Fruity': '15', 'Animal': '6'}	{'Masculine': '15', 'Feminine': '16', 'Classic': '6', 'Modern': '7'}	{'Winter': '17', 'Fall': '17', 'Summer': '4', 'Spring': '8'}	{'Daily': '4', 'Leisure': '7', 'Night Out': '17', 'Business': '2', 'Evening': '14'}	Raspberry	Blond tobacco	Black leather		https://media.parfumo.com/perfume_social/bf/bf3da1-yes-i-was-madly-in-love-but-that-was-yesterday-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/Yes_I_Was_Madly_In_Love_But_That_Was_Yesterday	81
P_13143	Scandal	Roja Parfums	2007.0	Eau de Parfum	Roja Dove	{'Spicy': '16', 'Sweet': '13', 'Oriental': '8', 'Woody': '5', 'Fruity': '4', 'Floral': '22', 'Animal': '7'}	{'Masculine': '3', 'Feminine': '22', 'Classic': '10', 'Modern': '5'}	{'Winter': '11', 'Fall': '18', 'Summer': '6', 'Spring': '20'}	{'Daily': '8', 'Leisure': '14', 'Night Out': '19', 'Business': '8', 'Evening': '18'}	Bergamot	Gardenia, Lily of the valley, Tuberose, Freesia, Grasse jasmine, Orange blossom, May rose	Musk, Sandalwood, Iris		https://media.parfumo.com/perfume_social/ad/ad6b7b-scandal-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Scandal_Eau_de_Parfum	75
P_13146	Pearl Oud	Kilian	2015.0		Christian Provenzano	{'Spicy': '7', 'Oriental': '10', 'Leathery': '12', 'Woody': '8', 'Resinous': '5', 'Floral': '12', 'Animal': '11'}	{'Masculine': '11', 'Feminine': '5', 'Classic': '9', 'Modern': '6'}	{'Winter': '11', 'Fall': '12', 'Spring': '6'}	{'Leisure': '4', 'Night Out': '9', 'Business': '3', 'Evening': '10'}	Iris, Black pepper, Saffron	Turkish rose, Jasmine, Ylang-ylang	Indian oud, Castoreum, Patchouli		https://media.parfumo.com/perfume_social/99/99e3b0-pearl-oud-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/Pearl_Oud	65
P_13150	Good Girl Gone Bad Eau Fraîche	Kilian	2020.0		Alberto Morillas	{'Sweet': '6', 'Fresh': '10', 'Creamy': '8', 'Floral': '19', 'Aquatic': '8'}	{'Feminine': '20', 'Classic': '7', 'Modern': '15'}	{'Fall': '5', 'Summer': '19', 'Spring': '18'}	{'Daily': '18', 'Sport': '4', 'Leisure': '20', 'Night Out': '9', 'Business': '14', 'Evening': '5'}	African orange blossom, Moroccan rose, Turkish rose	Tuberose, Egyptian jasmine sambac	White musk		https://media.parfumo.com/perfume_social/22/22a03f-good-girl-gone-bad-eau-fraiche-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/good-girl-gone-bad-eau-fraiche	51
P_13151	Musk Aoud Absolue Précieux	Roja Parfums	2013.0		Roja Dove	{'Spicy': '16', 'Sweet': '9', 'Oriental': '23', 'Leathery': '9', 'Woody': '28', 'Resinous': '14', 'Floral': '9', 'Animal': '20'}	{'Masculine': '27', 'Feminine': '15', 'Classic': '9', 'Modern': '7'}	{'Winter': '25', 'Fall': '25', 'Summer': '6', 'Spring': '11'}	{'Daily': '4', 'Leisure': '13', 'Night Out': '26', 'Business': '4', 'Evening': '26'}	Bergamot, Lemon	May rose, Grasse jasmine, Ylang-ylang	Oud, Musk, Ambrette, Labdanum, Leather, Vanilla, Birch, Nutmeg, Oakmoss, Patchouli, Precious woods, Sandalwood, Tonka bean		https://media.parfumo.com/perfume_social/ba/baafb0-musk-aoud-absolue-precieux-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Musk_Aoud_Absolue_Precieux	128
P_13155	Fetish	Roja Parfums	2012.0	Parfum	Roja Dove	{'Spicy': '27', 'Smoky': '10', 'Powdery': '13', 'Leathery': '10', 'Woody': '18', 'Resinous': '12', 'Green': '19', 'Chypre': '36', 'Floral': '32'}	{'Masculine': '22', 'Feminine': '35', 'Classic': '26', 'Modern': '8'}	{'Winter': '32', 'Fall': '35', 'Summer': '16', 'Spring': '29'}	{'Daily': '14', 'Leisure': '25', 'Night Out': '33', 'Business': '16', 'Evening': '37'}	Bergamot, Petitgrain	Tuberose, Grasse jasmine, May rose, Ylang-ylang	Oakmoss, Galbanum, Musk, Cedar needle, Cedarwood, Cinnamon, Labdanum, Clove, Patchouli, Vetiver		https://media.parfumo.com/perfume_social/ed/ed9993-fetish-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Fetish_Parfum	177
P_13158	Enslaved	Roja Parfums	2007.0	Eau de Parfum	Roja Dove	{'Citrus': '8', 'Spicy': '21', 'Sweet': '20', 'Powdery': '13', 'Oriental': '15', 'Woody': '15', 'Resinous': '8', 'Creamy': '17', 'Chypre': '11', 'Floral': '29'}	{'Masculine': '9', 'Feminine': '31', 'Classic': '23', 'Modern': '11'}	{'Winter': '26', 'Fall': '31', 'Summer': '13', 'Spring': '21'}	{'Daily': '12', 'Leisure': '22', 'Night Out': '27', 'Business': '12', 'Evening': '27'}	Bergamot, Lime, Lemon	Carnation, Geranium, May rose, Orange blossom, Ylang-ylang, Grasse jasmine	Labdanum, Ambergris, Musk, Vanilla, Cedarwood, Iris, Oakmoss, Patchouli, Vetiver		https://media.parfumo.com/perfume_social/7b/7baff1-enslaved-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Enslaved_Eau_de_Parfum	157
P_13159	I Don't Need a Prince by My Side to Be a Princess - Rose de Mai	Kilian	2019.0		Honorine Blanc	{'Spicy': '4', 'Synthetic': '4', 'Sweet': '16', 'Powdery': '6', 'Green': '4', 'Gourmand': '9', 'Fruity': '6', 'Fresh': '5', 'Creamy': '10', 'Floral': '16'}	{'Masculine': '3', 'Feminine': '18', 'Classic': '3', 'Modern': '11'}	{'Winter': '10', 'Fall': '15', 'Summer': '7', 'Spring': '14'}	{'Daily': '12', 'Leisure': '15', 'Night Out': '14', 'Business': '9', 'Evening': '13'}	Bulgarian damask rose, Ginger, Green tea, Marshmallow, May rose absolute	Bulgarian damask rose, Ginger, Green tea, Marshmallow, May rose absolute	Bulgarian damask rose, Ginger, Green tea, Marshmallow, May rose absolute		https://media.parfumo.com/perfume_social/b9/b93d38-i-don-t-need-a-prince-by-my-side-to-be-a-princess-rose-de-mai-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/i-don-t-need-a-prince-by-my-side-to-be-a-princess-rose-de-mai-1	80
P_13162	51 pour Homme	Roja Parfums	2015.0	Eau de Parfum	Roja Dove	{'Spicy': '18', 'Smoky': '7', 'Oriental': '18', 'Leathery': '22', 'Woody': '16', 'Resinous': '12', 'Floral': '17', 'Animal': '18'}	{'Masculine': '33', 'Feminine': '9', 'Classic': '23', 'Modern': '8'}	{'Winter': '28', 'Fall': '29', 'Summer': '11', 'Spring': '19'}	{'Daily': '7', 'Leisure': '17', 'Night Out': '25', 'Business': '7', 'Evening': '29'}	Lemon, Bergamot, Lavender	Geranium, Rose, Ylang-ylang, Jasmine, Violet	Leather, Oud, Benzoin, Ambrette, Caraway, Labdanum, Musk, Opoponax, Patchouli, Pink pepper, Sandalwood, Vanilla, Saffron, Birch, Cashmere wood, Cedarwood, Cinnamon, Galbanum, Nutmeg, Oakmoss		https://media.parfumo.com/perfume_social/c9/c932b7-51-pour-homme-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/51_pour_Homme_Eau_de_Parfum	128
P_13163	Criminal of Love	Kilian	2014.0		Dorothée Piot	{'Spicy': '14', 'Sweet': '10', 'Smoky': '7', 'Oriental': '9', 'Woody': '12', 'Earthy': '7', 'Floral': '9'}	{'Masculine': '13', 'Feminine': '16', 'Classic': '8', 'Modern': '7'}	{'Winter': '11', 'Fall': '15', 'Summer': '5', 'Spring': '13'}	{'Daily': '6', 'Leisure': '9', 'Night Out': '12', 'Business': '5', 'Evening': '15'}	Guatemala cardamom, Turmeric	Turkish rose absolute, Atlas cedar, Indian papyrus	Serbian immortelle absolute, Indonesian patchouli, Somalian frankincense		https://media.parfumo.com/perfume_social/55/557eae-criminal-of-love-kilian_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kilian/Criminal_of_Love	68
P_13166	Aoud Absolue Précieux	Roja Parfums	2012.0		Roja Dove	{'Spicy': '22', 'Sweet': '8', 'Smoky': '9', 'Oriental': '27', 'Woody': '20', 'Resinous': '11', 'Floral': '14', 'Animal': '16'}	{'Masculine': '26', 'Feminine': '20', 'Classic': '17', 'Modern': '9'}	{'Winter': '27', 'Fall': '27', 'Summer': '9', 'Spring': '13'}	{'Daily': '7', 'Leisure': '10', 'Night Out': '29', 'Business': '6', 'Evening': '31'}	Vervain, Bergamot, Lemon	May rose, Geranium, Grasse jasmine, Ylang-ylang	Oud, Ambergris, Saffron, Vanilla, Cashmere wood, Cedarwood, Cinnamon, Leather, Musk, Nutmeg, Patchouli, Sandalwood, Rhubarb		https://media.parfumo.com/perfume_social/ed/ed059b-aoud-absolue-precieux-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Aoud_Absolue_Precieux	127
P_13170	Majestic Aoud	Roja Parfums	2018.0		Roja Dove	{'Spicy': '23', 'Smoky': '12', 'Oriental': '17', 'Woody': '17', 'Resinous': '16', 'Floral': '10', 'Animal': '19'}	{'Masculine': '23', 'Feminine': '6', 'Classic': '15', 'Modern': '5'}	{'Winter': '23', 'Fall': '25', 'Summer': '7', 'Spring': '14'}	{'Leisure': '14', 'Night Out': '21', 'Business': '3', 'Evening': '21'}	Rosemary, Bergamot	May rose, Grasse jasmine, Osmanthus	Gurjum balsam, Oud, Patchouli, Amyris, Castoreum, Valerian, Ambergris, Ambrette, Cypriol, Labdanum, Saffron, Cedarwood, Gaiac wood, Pepper, Civet, Vetiver		https://media.parfumo.com/perfume_social/6c/6cfaa5-majestic-aoud-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Majestic_Aoud	114
P_13178	RisquéCreation-R	Roja Parfums	2012.0	Parfum	Roja Dove	{'Spicy': '11', 'Powdery': '13', 'Woody': '15', 'Resinous': '7', 'Green': '13', 'Fresh': '15', 'Chypre': '26', 'Floral': '30'}	{'Masculine': '9', 'Feminine': '32', 'Classic': '10', 'Modern': '9'}	{'Winter': '17', 'Fall': '24', 'Summer': '19', 'Spring': '28'}	{'Daily': '17', 'Leisure': '17', 'Night Out': '24', 'Business': '17', 'Evening': '22'}	Bergamot	Hyacinth, Chamomile, Ylang-ylang, Grasse jasmine, Peach, May rose	Oakmoss, Cedarwood, Patchouli, Vetiver, Labdanum		https://media.parfumo.com/perfume_social/93/939176-risque-creation-r-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Risque_Creation_R_Parfum	130
P_13191	Risqué pour HommeCreation-R pour Homme	Roja Parfums	2015.0	Eau de Parfum	Roja Dove	{'Citrus': '11', 'Spicy': '24', 'Sweet': '8', 'Smoky': '16', 'Woody': '14', 'Resinous': '9', 'Green': '6', 'Fruity': '17', 'Floral': '7'}	{'Masculine': '27', 'Feminine': '6', 'Classic': '12', 'Modern': '3'}	{'Winter': '19', 'Fall': '24', 'Summer': '11', 'Spring': '21'}	{'Daily': '8', 'Leisure': '18', 'Night Out': '22', 'Business': '6', 'Evening': '21'}	Lavender, Lemon, Litsea cubeba, Bergamot	Peach, Geranium, Jasmine	Frankincense, Cedarwood, Pink pepper, Vetiver, Cardamom, Carrot seed, Labdanum, Oakmoss, Myrrh, Tonka bean		https://media.parfumo.com/perfume_social/cb/cb3783-risque-pour-homme-creation-r-pour-homme-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Risque_pour_Homme_Creation_R_pour_Homme_Eau_de_Parfum	112
P_13195	RisquéCreation-R	Roja Parfums	2012.0	Eau de Parfum	Roja Dove	{'Spicy': '12', 'Woody': '9', 'Green': '6', 'Fruity': '7', 'Chypre': '18', 'Floral': '20'}	{'Masculine': '9', 'Feminine': '21', 'Classic': '12', 'Modern': '6'}	{'Winter': '8', 'Fall': '16', 'Summer': '14', 'Spring': '21'}	{'Daily': '14', 'Leisure': '16', 'Night Out': '19', 'Business': '13', 'Evening': '16'}	Bergamot	Hyacinth, Chamomile, Ylang-ylang, Grasse jasmine, Peach, May rose	Oakmoss, Cedarwood, Patchouli, Vetiver, Labdanum		https://media.parfumo.com/perfume_social/42/42e4b3-risque-creation-r-eau-de-parfum-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Risque_Creation_R_Eau_de_Parfum	72
P_13199	Harrods Aoud	Roja Parfums	2019.0		Roja Dove	{'Spicy': '17', 'Oriental': '14', 'Woody': '19', 'Resinous': '9', 'Green': '6', 'Fresh': '4', 'Earthy': '4', 'Floral': '16'}	{'Masculine': '23', 'Feminine': '10', 'Classic': '14', 'Modern': '5'}	{'Winter': '17', 'Fall': '22', 'Summer': '7', 'Spring': '18'}	{'Daily': '9', 'Leisure': '14', 'Night Out': '15', 'Business': '12', 'Evening': '18'}	Aldehydes, Artemisia, Citrus notes	May rose	Cedarwood, Cinnamon, Frankincense, Gaiac wood, Ambrette, Cashmere wood, Cypriol, Elemi resin, Labdanum, Myrrh, Oud, Sandalwood, Vanilla, Patchouli, Benzoin, Musk		https://media.parfumo.com/perfume_social/36/363ba3-harrods-aoud-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/harrods-aoud	89
P_13203	L'oscar	Roja Parfums	2018.0		Roja Dove	{'Spicy': '5', 'Sweet': '6', 'Powdery': '16', 'Fresh': '4', 'Creamy': '14', 'Floral': '19', 'Animal': '5'}	{'Feminine': '22', 'Classic': '14', 'Modern': '7'}	{'Winter': '16', 'Fall': '17', 'Summer': '11', 'Spring': '14'}	{'Daily': '9', 'Leisure': '16', 'Night Out': '16', 'Business': '11', 'Evening': '16'}	Aldehydes, Bergamot, Mandarin orange	Carnation, Heliotrope, Geranium, Grasse jasmine, May rose, Mayflower, Neroli, Orange blossom, Palmarosa, Violet, Ylang-ylang	Clove, Tonka bean, Cedarwood, Civet, Iris, Mastic, Musk, Leather		https://media.parfumo.com/perfume_social/2c/2c443e-l-oscar-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/L_oscar	69
P_13207	Rose	Roja Parfums	2016.0		Roja Dove	{'Spicy': '14', 'Green': '19', 'Fresh': '10', 'Earthy': '7', 'Floral': '33'}	{'Masculine': '8', 'Feminine': '31', 'Classic': '16', 'Modern': '8'}	{'Winter': '14', 'Fall': '25', 'Summer': '14', 'Spring': '29'}	{'Daily': '16', 'Leisure': '24', 'Night Out': '24', 'Business': '17', 'Evening': '26'}	Bergamot	Geranium, May rose, Ylang-ylang	Galbanum, Patchouli, Benzoin, Birch, Cinnamon, Musk, Nutmeg, Pepper, Vanilla		https://media.parfumo.com/perfume_social/cd/cd7db4-rose-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Rose	83
P_13210	Neroli	Roja Parfums			Roja Dove	{'Citrus': '15', 'Spicy': '4', 'Powdery': '5', 'Green': '14', 'Fruity': '8', 'Fresh': '18', 'Floral': '19'}	{'Masculine': '14', 'Feminine': '21', 'Classic': '7', 'Modern': '7'}	{'Winter': '4', 'Fall': '14', 'Summer': '22', 'Spring': '20'}	{'Daily': '21', 'Sport': '5', 'Leisure': '18', 'Night Out': '13', 'Business': '20', 'Evening': '11'}	Petitgrain, Bergamot, Lemon, Orange	Neroli, Geranium, Orange blossom, Violet	Oakmoss, Musk, Styrax, Ambergris, Frankincense		https://media.parfumo.com/perfume_social/c4/c4c671-neroli-roja-parfums_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Roja_Parfums/Neroli	83
